,incident_number,description,category_full,ci_name,owner_group,urgency,priority,sla
1153,I230402_000074,"Trigger: Host has been restarted (uptime < 15m)
Responsible team: CORP_ISC_Wintel
Trigger description: 
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Status, RT:CORP_ISC_Wintel
Host: S101A870
Host group: Lestrem/Windows, SBBO, Windows/Lestrem
Host description: 
Zabbix event ID: 1039604282",Incidents/Infrastructure/ERP/Others,S101A870,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
1154,I230401_000077,"Trigger: Interface Ethernet1/15(U: Uplink): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/15(U: Uplink)
Host: SWU200H-B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1038722567",Incidents/Infrastructure/ERP/SAN,SWU200H-B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
1155,I230401_000078,"Trigger: Interface Ethernet1/18(SWU200H-B Eth1/15): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/18(SWU200H-B Eth1/15)
Host: SWI200B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1038725405",Incidents/Infrastructure/Network/LAN,SWI200B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
1156,I230401_000079,"Trigger: SAP Solman detect problem on C3000001 such as Number of Diagnosis Files per Host
Responsible team: CORP_ISC_SAP
Trigger description: 20230401223824;C3000001;005056A5D24B1EEDB499A4C9FC45C726;Number of Diagnosis Files per Host;Medium;The number of diagnosis (trace) files on certain hosts is very high. Check why there are so many diagnosis files on these hosts. The existence of many such files might indicate a problem.<br />https://sapsmprd.roquette.corp.priv:8001/sap/bc/webdynpro/sap/dba_cockpit?action_id=124&system_id=C3000001&time_from=20230401203824%20&time_to=20230401203824%20&time_zone=UTC DBA CockpitPlease refer to SAP note 1977162 - How to handle HANA Alert 50: 'Number of Diagnosis files'Please also refer to SAP note 1870858 - HANA Alerts related to file system utilization
Opened at: 1680381
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1680381, RT:CORP_ISC_SAP, TriggerValue:C3000001 such as Number of Diagnosis Files per Host
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1038757278",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
1157,I230423_000107,"Trigger: Interface Ethernet1/3(SWU200H-A Eth1/14): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/3(SWU200H-A Eth1/14)
Host: SWI235B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1058731625",Incidents/Infrastructure/Network/LAN,SWI235B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
1158,I230421_000048,"Trigger: Interface Gi2/0/31(): VLAN has been changed to 888
Responsible team: {EVENT.TAGS.RT}
Trigger description: 
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:Interface Gi2/0/31()
Host: SWE403A
Host group: GIGA, Network/Vic Sur Aisne, Vic Sur Aisne/Network
Host description: 
Zabbix event ID: 1056467274",Incidents/Infrastructure/Network/LAN,SWE403A,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
1159,I230422_000034,"Trigger: SAP Solman detect problem on DMI~JAVA such as Java System not available
Responsible team: CORP_ISC_SAP
Trigger description: 20230422093528;DMI~JAVA;005056A5D24B1EDDB89C081F0B083C2C;Java System not available;Critical;The availability checks to J2EE system DMI failed. Please check the alert details to see which components did not respond.
Opened at: 1682148
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1682148, RT:CORP_ISC_SAP, TriggerValue:DMI~JAVA such as Java System not available
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1057408521",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
1160,I230421_000205,"Trigger: SAP Solman detect problem on PTM~ABAP~seap62a_PTM_00 such as High Update Response Time
Responsible team: CORP_ISC_SAP
Trigger description: 20230421164124;PTM~ABAP~seap62a_PTM_00;005056A5D24B1EDDB88A52E3E678DFAF;High Update Response Time;Medium;A high response time of the update work process was detected on ABAP instance seap62a_PTM_00.
Opened at: 1682088
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1682088, RT:CORP_ISC_SAP, TriggerValue:PTM~ABAP~seap62a_PTM_00 such as High Update Response Time
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1056791690",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
1161,I230422_000103,"Trigger: SAP Solman detect problem on B0000005 such as New OOM Trace Files
Responsible team: CORP_ISC_SAP
Trigger description: 20230423005521;B0000005;005056A5D24B1EDDB8AC186DDE05C7D7;New OOM Trace Files;High;New Out-of-Memory trace files were detected. This indicates that new Out-of-Memory situations have occurred. Note that new OOM trace files are not written if the last OOM trace file was already written on the same day.Please check SAP note 1999997 - 'FAQ: SAP HANA Memory' for more information on memory issues.
Opened at: 1682204
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1682204, RT:CORP_ISC_SAP, TriggerValue:B0000005 such as New OOM Trace Files
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1057969105",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
1164,I230422_000010,"Trigger: SAP Solman detect problem on M10~JAVA~s101a229_M10_11 such as P101P0P5
Responsible team: CORP_ISC_SAP
Trigger description: 20230422033758;M10~JAVA~s101a229_M10_11;005056A5D24B1EEDB895CA1BE3C238BB;P101P0P5;Critical;
Opened at: 1682127
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1682127, RT:CORP_ISC_SAP, TriggerValue:M10~JAVA~s101a229_M10_11 such as P101P0P5
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1057188611",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
1165,I230422_000011,"Trigger: SAP Solman detect problem on QMI such as ASE Database available
Responsible team: CORP_ISC_SAP
Trigger description: 20230422040220;QMI;005056A5D24B1EDDB89636D064270C53;ASE Database available;High;The availability checks for database QMI have failed. This means that the database or the monitored connections to the database are not available. You should check the database availability manually and restart the database if necessary.
Opened at: 1682128
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1682128, RT:CORP_ISC_SAP, TriggerValue:QMI such as ASE Database available
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1057203866",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
1170,I230422_000042,"Trigger: ""CcmExec"" (SMS Agent Host) is not running (startup type automatic delayed)
Responsible team: CORP_ISC_Wintel
Trigger description: The service has a state other than ""Running"" for the last three times.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Services, RT:CORP_ISC_Wintel
Host: S130A10
Host group: La Madeleine/Windows, SCCMDHCP, Windows/La Madeleine
Host description: 
Zabbix event ID: 1057424182",Incidents/Infrastructure/System/SCCM,S130A10,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
1171,I230421_000006,"Trigger: MSSQL DB 'dbValutazioneFornitoriMais_bkMik': Percent of log using is more 99% (over 99% for 30m)
Responsible team: CORP_ISC_SQL
Trigger description: There's not enough space left in the log.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:MSSQL, Application:MSSQL Database 'dbValutazioneFornitoriMais_bkMik', RT:CORP_ISC_SQL
Host: S201A125\SQL20101
Host group: BDIT, Cassano Spinola/MSSQL, MSSQL/Cassano Spinola
Host description: 
Zabbix event ID: 1056255935",Incidents/Infrastructure/ERP/Database/MSSQL Database issue,S201A125\SQL20101,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
1172,I230421_000150,"Trigger: ""Cyber-Ark Privileged Session Manager"" (Cyber-Ark Privileged Session Manager) is not running (startup type automatic)
Responsible team: CORP_ISC_Wintel
Trigger description: The service has a state other than ""Running"" for the last three times.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Services, RT:CORP_ISC_Wintel
Host: S101A353
Host group: BAST, Lestrem/Windows, Windows/Lestrem
Host description: 
Zabbix event ID: 1056640497",Incidents/Infrastructure/System/BAST,S101A353,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
1173,I230421_000176,"Trigger: PivotalCheck error: 4/21/2023 2:28 PM : Check#3 - Synchonization between Pivotal Servers-Synchronization problem : Please Check E-PIVO-PIL-0003- (On S101A411)
Responsible team: CORP_ISC_Wintel
Trigger description: 4/21/2023 2:28 PM : Check#3 - Synchonization between Pivotal Servers-Synchronization problem : Please Check E-PIVO-PIL-0003- (On S101A411)
Opened at: 1682080
Trigger severity: High
Trigger nseverity: 4
Trigger tags: App_Source:PivotalCheck, Application:Event log Application, Content, EVENT_ID:9001, Host:S101A411, Opened at:1682080, RT:CORP_ISC_Wintel
Host: S101A411
Host group: Lestrem/Windows, PIVO, Windows/Lestrem
Host description: 
Zabbix event ID: 1056704054",Incidents/Infrastructure/System/Pivotal,S101A411,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
1174,I230421_000195,"Trigger: SAP Solman detect problem on M01~JAVA~sapmiim01_M01_11 such as PCO_DEXTROSE
Responsible team: CORP_ISC_SAP
Trigger description: 20230421153720;M01~JAVA~sapmiim01_M01_11;005056A5D24B1EEDB889347858F18895;PCO_DEXTROSE;Critical;
Opened at: 1682084
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1682084, RT:CORP_ISC_SAP, TriggerValue:M01~JAVA~sapmiim01_M01_11 such as PCO_DEXTROSE
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1056745204",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
1175,I230421_000268,"Trigger: SAP Solman detect problem on IXI such as ASE Error Messages
Responsible team: CORP_ISC_SAP
Trigger description: 20230422001926;IXI;005056A5D24B1EDDB892527E29D9179A;ASE Error Messages;High;The Sybase ASE database server writes messages to a file, the error log. This section checks for error codes with a severity rating of 17 or 18 which are indicating errors.Analysis Tools:https://sapsmprd.roquette.corp.priv:8001/sap/bc/webdynpro/sap/dba_cockpit?action_id&system_id=IXI&time_from=20230421221926%20&time_to=20230421221926%20&time_zone=UTC&ACTION_ID=5 DBA Cockpit: Error Log Messages from the error log
Opened at: 1682115
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1682115, RT:CORP_ISC_SAP, TriggerValue:IXI such as ASE Error Messages
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1057066706",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
1176,I230421_000112,"Trigger: SAP Solman detect problem on DMI such as ASE Backup Status
Responsible team: CORP_ISC_SAP
Trigger description: 20230421110327;DMI;005056A5D24B1EEDB8846C3E2C9CDF0D;ASE Backup Status;Medium;The backup status is a collection of metrics representing the recoverability of the database. Not all metrics relevant for recoverability are collected. A green status of this alert does not mean recoverability is ensured.Analysis Tools:https://sapsmprd.roquette.corp.priv:8001/sap/bc/webdynpro/sap/dba_cockpit?action_id&system_id=DMI&time_from=20230421090327%20&time_to=20230421090327%20&time_zone=UTC&ACTION_ID=80 DBA Cockpit:Database Dump History
Opened at: 1682067
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1682067, RT:CORP_ISC_SAP, TriggerValue:DMI such as ASE Backup Status
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1056580529",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
1177,I230421_000118,"Trigger: SAP Solman detect problem on R11 such as ASE Database available
Responsible team: CORP_ISC_SAP
Trigger description: 20230421112421;R11;005056A5D24B1EDDB884C99A72F2F055;ASE Database available;High;The availability checks for database R11 have failed. This means that the database or the monitored connections to the database are not available. You should check the database availability manually and restart the database if necessary.
Opened at: 1682069
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1682069, RT:CORP_ISC_SAP, TriggerValue:R11 such as ASE Database available
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1056592954",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
1178,I230421_000124,"Trigger: Thresholded job JOBS.PM_MPO_000_MANUFACTURING_EXECUTION_5_AMER_01; in workflow PM_MPO_000_MANUFACTURING_EXECUTION_5_AMER; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000102;PM_MPO_000_MANUFACTURING_EXECUTION_5_AMER;JOBP;0426683033;JOBS.PM_MPO_000_MANUFACTURING_EXECUTION_5_AMER_01;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000102;PM_MPO_000_MANUFACTURING_EXECUTION_5_AMER;JOBP;0426683033;JOBS.PM_MPO_000_MANUFACTURING_EXECUTION_5_AMER_01;P3, Opened at:1682069, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1056600256",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
1179,I230421_000108,"Trigger: /: Disk space is low (used > 80%)
Responsible team: CORP_ISC_NIX
Trigger description: Two conditions should match: First, space utilization should be above 80.
 Second condition should be one of the following:
 - The disk free space is less than 10G.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Filesystem /, Host:SETP49A, RT:CORP_ISC_NIX, TriggerName:Disk space is low (used > 80%), TriggerValue:80 %
Host: SETP49A
Host group: Lestrem/Linux, Linux/Lestrem, STOC
Host description: 
Zabbix event ID: 1056577430",Incidents/Infrastructure/ERP/Storage,SETP49A,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
1180,I230429_000069,"Trigger: SAP Solman detect problem on B0000005 such as I/O Indicators ( last 24 hours)
Responsible team: CORP_ISC_SAP
Trigger description: 20230429215926;B0000005;005056A5D24B1EEDB9D90B0FA23B402D;I/O Indicators ( last 24 hours);Medium;The I/O Indicators might indicate bad I/O performance. The indicators are measured hourly for the previous 24 hours. Further information can be found in SAP Note 1999930 'FAQ: SAP HANA I/O Analysis'
Opened at: 1682798
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1682798, RT:CORP_ISC_SAP, TriggerValue:B0000005 such as I/O Indicators ( last 24 hours)
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1064283535",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
1181,I230429_000056,"Trigger: SAP Solman detect problem on s201a157 such as EVENT_ID_1587
Responsible team: CORP_ISC_SAP
Trigger description: 20230429192029;s201a157;005056A5D24B1EDDB9D644709900F75C;EVENT_ID_1587;Critical;
Opened at: 1682788
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1682788, RT:CORP_ISC_SAP, TriggerValue:s201a157 such as EVENT_ID_1587
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1064181524",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
1182,I230430_000051,"Trigger: Zabbix agent is not running
Responsible team: CORP_ISC_Wintel
Trigger description: There is no data from Zabbix agent, but host is available by ping.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Monitoring agent, RT:CORP_ISC_Wintel
Host: S106A01
Host group: Lille/Windows, SCCMDP, Windows/Lille
Host description: 
Zabbix event ID: 1064185113",Incidents/Infrastructure/System/Files Server,S106A01,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
